_RAJ2000,_DEJ2000,_r,NVSS,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,S1.4,e_S1.4,l_MajAxis,MajAxis,l_MinAxis,MinAxis,f_resFlux,Source_id,Isl_id,RA,E_RA,DEC,E_DEC,Total_flux,E_Total_flux,Peak_flux,E_Peak_flux,RA_max,E_RA_max,DEC_max,E_DEC_max,Maj,E_Maj,Min,E_Min,PA,E_PA,Maj_img_plane,E_Maj_img_plane,Min_img_plane,E_Min_img_plane,PA_img_plane,E_PA_img_plane,DC_Maj,E_DC_Maj,DC_Min,E_DC_Min,DC_PA,E_DC_PA,DC_Maj_img_plane,E_DC_Maj_img_plane,DC_Min_img_plane,E_DC_Min_img_plane,DC_PA_img_plane,E_DC_PA_img_plane,Isl_Total_flux,E_Isl_Total_flux,Isl_rms,Isl_mean,Separation
20.96075,-1.0020278,0.65567,012350-010007,01 23 50.58,-01 00 07.3,0.27,2.7,11.6,1.3,,58.8,<,38.8,,2858,2662,20.962321583594235,2.4849069523899044E-6,-1.0023678449983393,2.4180730577196864E-6,0.002587493414877447,1.1433193757030208E-5,0.0027091153744184687,6.805057328549191E-6,20.962321583594235,2.4849069523899044E-6,-1.0023678449983393,2.4180730577196864E-6,0.0023177522987796887,5.874157765638805E-6,0.0022777757288397443,5.6707558475813725E-6,109.68244817987468,5.899536451968279,0.0023177137518494454,5.874157765638805E-6,0.0022776848662558985,5.6707558475813725E-6,109.67399114492389,5.899536451968279,0.0,5.874157765638805E-6,0.0,5.6707558475813725E-6,0.0,5.899536451968279,0.0,5.874157765638805E-6,0.0,5.6707558475813725E-6,0.0,5.899536451968279,0.002532208673919673,1.0852573088499445E-5,6.8867661866534036E-6,-2.1293693919233192E-7,5.787776768410652
20.9678333,-0.8595,0.73937,012352-005134,01 23 52.28,-00 51 34.2,0.1,1.4,12.7,0.6,<,33.3,<,22.8,,2847,2651,20.968497720012053,2.157287601800296E-6,-0.8594173661351044,2.2857118446244104E-6,0.0029649037880949687,1.715824015984418E-5,0.0030603375568563256,6.8867661866534036E-6,20.96881256914918,2.157287601800296E-6,-0.8597865166487202,2.2857118446244104E-6,0.0023529988867963215,5.472735605081777E-6,0.0022462073501055653,4.982616864939728E-6,64.07207896131393,2.0284647851106423,0.0023528456738907827,5.472735605081777E-6,0.0022461854271844297,4.982616864939728E-6,64.0649205960008,2.0284647851106423,0.0,5.472735605081777E-6,0.0,4.982616864939728E-6,0.0,2.0284647851106423,0.0,5.472735605081777E-6,0.0,4.982616864939728E-6,0.0,2.0284647851106423,0.00293411370673446,1.4925633191409912E-5,6.8867661866534036E-6,-2.1293696761404135E-7,2.4100729165719765
20.9695,-0.7375833,0.826773,012352-004415,01 23 52.68,-00 44 15.3,0.2,3.4,5.3,0.5,<,40.1,<,35.5,,2836,2641,20.970139702023406,1.1630510382020537E-5,-0.7380967244566669,1.4132111480853987E-5,0.001095138980732909,2.5303932234402715E-5,8.708296674554485E-4,6.886765731906053E-6,20.97016491241499,1.1630510382020537E-5,-0.7386961863466625,1.4132111480853987E-5,0.00364510173289108,3.934045670991512E-5,0.002327173600671144,1.7603455750217107E-5,53.39679200091634,1.0347749761141016,0.003644780670853198,3.934045670991512E-5,0.002327155494999712,1.7603455750217107E-5,53.39066531636763,1.0347749761141016,0.0027886197114741548,3.934045670991512E-5,0.0,1.7603455750217107E-5,54.45967061700461,1.0347749761141016,0.002788376873197156,3.934045670991512E-5,0.0,1.7603455750217107E-5,54.4535439324559,1.0347749761141016,0.0012740902870485528,1.953556475280159E-5,6.886765731906053E-6,-2.1293696761404135E-7,2.952780245090812
20.98075,-1.1978611,0.551201,012355-011152,01 23 55.38,-01 11 52.3,0.48,6.9,2.5,0.5,<,65.5,<,58.7,,2829,2634,20.97922258693822,2.1611076110769722E-5,-1.2004084068017218,2.0975967402769625E-5,8.612620057035765E-4,3.1049981509281315E-5,5.235336654645069E-4,6.886765277158702E-6,20.979731601526236,2.1611076110769722E-5,-1.2009090217709983,2.0975967402769625E-5,0.003940797884831473,6.697436194402595E-5,0.002184616452466058,2.332543969141629E-5,136.1001545821727,1.2489918886999996,0.003940774069610353,6.697436194402595E-5,0.0021845473268690212,2.332543969141629E-5,136.09038077623723,1.2489918886999996,0.0031659403050761383,6.697436194402595E-5,0.0,2.332543969141629E-5,135.32448050010413,1.2489918886999996,0.0031659199726590923,6.697436194402595E-5,0.0,2.332543969141629E-5,135.31470669416865,1.2489918886999996,8.185142021468442E-4,1.741032401284541E-5,6.886765277158702E-6,-2.1293696761404135E-7,10.691903553033798
20.9847917,-1.56575,0.557037,012356-013356,01 23 56.35,-01 33 56.7,0.67,8.4,3.2,0.6,<,108.0,<,55.4,,2819,2626,20.984428260387702,6.280071324985769E-6,-1.5648031713453527,6.147375867187695E-6,0.0010332054252972294,1.1504523192212854E-5,0.0010745403087437952,6.816938640932536E-6,20.984428260387702,6.280071324985769E-6,-1.5648031713453527,6.147375867187695E-6,0.0023315822668940563,1.4963069050970153E-5,0.0022794570309556165,1.4295350899849192E-5,58.93636731508347,11.500433727998766,0.002331551143509266,1.4963069050970153E-5,0.002279400827288761,1.4295350899849192E-5,58.92376892417349,11.500433727998766,0.0,1.4963069050970153E-5,0.0,1.4295350899849192E-5,0.0,11.500433727998766,0.0,1.4963069050970153E-5,0.0,1.4295350899849192E-5,0.0,11.500433727998766,0.0011861946361313843,1.601736325932417E-5,6.8867661866534036E-6,-2.1293693919233192E-7,3.6508939808418277
21.0035,-1.0854167,0.575518,012400-010507,01 24 00.84,-01 05 07.5,0.03,0.6,70.1,2.1,<,19.3,<,17.2,,2761,2577,21.003500491243752,1.8381991363306204E-7,-1.085319713939328,1.7454228154172997E-7,0.03916914173171242,4.238434216758087E-5,0.040431116052777154,6.886765277158702E-6,21.00383912940262,1.8381991363306204E-7,-1.0857051850979293,1.7454228154172997E-7,0.0024281878724429296,4.4038413782133873E-7,0.0023221184523917063,4.0294652897970737E-7,27.144279823271432,0.16461039078579207,0.002428110380414674,4.4038413782133873E-7,0.0023220941074053626,4.0294652897970737E-7,27.13590279662162,0.16461039078579207,5.414690898251862E-4,4.4038413782133873E-7,0.0,4.0294652897970737E-7,44.73598119445243,0.16461039078579207,5.41447163189977E-4,4.4038413782133873E-7,0.0,4.0294652897970737E-7,44.72760416780262,0.16461039078579207,0.03826461666987217,4.336820288460428E-5,6.886765277158702E-6,-2.1293695340318664E-7,0.3491542955378798
21.0047917,-1.6184722,0.559987,012401-013706,01 24 01.15,-01 37 06.5,0.06,1.0,18.9,0.7,<,23.2,<,18.8,,2770,2583,21.00533195321393,1.1532682516822592E-6,-1.6187349844896535,2.081520108250552E-6,0.010592754150800488,2.37909193520116E-5,0.0063823284413995224,6.8867661866534036E-6,21.005865887065998,1.1532682516822592E-6,-1.6190755056982409,2.081520108250552E-6,0.0036507895383794155,5.027120691898299E-6,0.0024454585561823378,2.475688026400496E-6,75.23011717650972,0.1487945378755176,0.00365071624317022,5.027120691898299E-6,0.002445412944206347,2.475688026400496E-6,75.21767501622367,0.1487945378755176,0.0028131242191145453,5.027120691898299E-6,5.798176258740676E-4,2.475688026400496E-6,75.94375512206202,0.1487945378755176,0.0028130663862511174,5.027120691898299E-6,5.798070906628508E-4,2.475688026400496E-6,75.93131296177596,0.1487945378755176,0.01050264009621415,1.4522582124876583E-5,6.8867661866534036E-6,-2.1293695340318664E-7,2.162088048031901
21.0120833,-2.28425,1.041188,012402-021703,01 24 02.90,-02 17 03.3,0.04,0.7,43.2,1.4,<,21.7,<,16.8,,2753,2570,21.01119785602009,9.109763730164919E-6,-2.2844713235169283,9.54253230126815E-6,9.670650375384988E-4,1.373647637259523E-5,8.26093313526319E-4,7.129364063223464E-6,21.01119785602009,9.109763730164919E-6,-2.2844713235169283,9.54253230126815E-6,0.002576433442140625,2.2494688469007883E-5,0.002511752041722654,2.142688720073561E-5,171.1975224737599,14.028025831560576,0.0025760662922923593,2.2494688469007883E-5,0.0025117199905252308,2.142688720073561E-5,171.18019676636993,14.028025831560576,0.0010099452600842965,2.2494688469007883E-5,9.310875013193554E-4,2.142688720073561E-5,139.02546188414001,14.028025831560576,0.0010097996739269327,2.2494688469007883E-5,9.310771566449434E-4,2.142688720073561E-5,139.00813617675,14.028025831560576,0.0019372396869001076,1.4553982123008409E-5,6.886765731906053E-6,-2.1293695340318664E-7,3.2832109495643906
21.0128333,-1.0485278,0.586599,012403-010254,01 24 03.08,-01 02 54.7,0.18,3.3,12.9,1.6,,46.5,,33.4,S*,2755,2571,21.01367196951203,2.9299792628062316E-6,-1.050102815743516,2.818795151221197E-6,0.002105692010632903,1.1154055180228263E-5,0.0022639003749405436,6.755859331871575E-6,21.01367196951203,2.9299792628062316E-6,-1.050102815743516,2.818795151221197E-6,0.002293255826971018,6.924397371885838E-6,0.0022418469584773925,6.611851007048185E-6,106.57406774723704,5.395555528991481,0.002293219591418948,6.924397371885838E-6,0.0022417830239072904,6.611851007048185E-6,106.56614890339222,5.395555528991481,0.0,6.924397371885838E-6,0.0,6.611851007048185E-6,0.0,5.395555528991481,0.0,6.924397371885838E-6,0.0,6.611851007048185E-6,0.0,5.395555528991481,0.002039773353840448,1.0021533708957828E-5,6.8867661866534036E-6,-2.1293693919233192E-7,6.423559460499017
21.0155417,-1.1504167,0.535601,012403-010901,01 24 03.73,-01 09 01.5,0.41,6.2,3.0,0.5,<,59.8,<,55.9,,2746,2563,21.018295542269218,2.8836971854572257E-6,-1.1518230888110965,2.8313568075401794E-6,0.002239178598639062,1.1482870998178702E-5,0.002333489174899505,6.812957397254888E-6,21.018295542269218,2.8836971854572257E-6,-1.1518230888110965,2.8313568075401794E-6,0.002334954212631432,6.913779214345692E-6,0.0022715462298189036,6.539494921002753E-6,125.40591635688297,4.359588005717113,0.0023349369500758727,6.913779214345692E-6,0.0022714828792362377,6.539494921002753E-6,125.3973234092768,4.359588005717113,0.0,6.913779214345692E-6,0.0,6.539494921002753E-6,0.0,4.359588005717113,0.0,6.913779214345692E-6,0.0,6.539494921002753E-6,0.0,4.359588005717113,0.002187137289493038,1.0291219136908835E-5,6.886765731906053E-6,-2.1293693919233192E-7,11.130065958599637
21.020625,-1.0158333,0.598662,012404-010057,01 24 04.95,-01 00 57.0,0.56,11.5,3.0,0.5,<,115.0,<,54.9,,2743,2560,21.019562889844472,5.20178436242063E-6,-1.0147273513728412,5.072890448101378E-6,0.0012630148955334712,1.157048923116382E-5,0.0013054648534326617,6.828419161336756E-6,21.019562889844472,5.20178436242063E-6,-1.0147273513728412,5.072890448101378E-6,0.002329257770260024,1.2273542276347147E-5,0.0022958733410560674,1.1920803580165169E-5,105.31065881088222,14.773944716109053,0.0023292222238284204,1.2273542276347147E-5,0.002295799964784043,1.1920803580165169E-5,105.30311102490793,14.773944716109053,0.0,1.2273542276347147E-5,0.0,1.1920803580165169E-5,0.0,14.773944716109053,0.0,1.2273542276347147E-5,0.0,1.1920803580165169E-5,0.0,14.773944716109053,0.0012454556668234828,9.975877281493413E-6,6.8867661866534036E-6,-2.1293693919233192E-7,5.51968897500851
21.0253333,-0.944,0.639925,012406-005638,01 24 06.08,-00 56 38.4,0.29,4.7,3.7,0.5,<,47.2,<,43.9,,2737,2554,21.024950359486656,4.4989493099757424E-6,-0.9448146373122578,4.139111466908755E-6,0.001549918039848304,1.1749670708880916E-5,0.0015754703035337878,6.853985633738369E-6,21.024950359486656,4.4989493099757424E-6,-0.9448146373122578,4.139111466908755E-6,0.0024006197503710605,1.075447688043963E-5,0.0022651692767471595,9.569752030103602E-6,112.14941531734114,3.126645466015914,0.0024006006755798916,1.075447688043963E-5,0.0022650629132354725,9.569752030103602E-6,112.14247636289957,3.126645466015914,0.0,1.075447688043963E-5,0.0,9.569752030103602E-6,0.0,3.126645466015914,0.0,1.075447688043963E-5,0.0,9.569752030103602E-6,0.0,3.126645466015914,0.0015302264514881184,1.0202115995410549E-5,6.886765731906053E-6,-2.1293693919233192E-7,3.2404750638774757
21.02575,-2.2315833,0.988421,012406-021353,01 24 06.18,-02 13 53.7,0.08,1.4,12.9,0.6,<,29.4,<,22.0,,2732,2549,21.025621375891454,1.2125700416178724E-5,-2.2314968951886205,2.523323316545303E-5,8.709694952050553E-4,1.7987300474935168E-5,5.203504527706849E-4,6.8867661866534036E-6,21.02593148927631,1.2125700416178724E-5,-2.231843784633824,2.523323316545303E-5,0.003370966215044887,5.9563600947201254E-5,0.0022502396020168923,2.825248431872734E-5,94.54197903830784,1.8350296969004436,0.0033708447601055987,5.9563600947201254E-5,0.002250007635494007,2.825248431872734E-5,94.52561677694639,1.8350296969004436,0.0,5.9563600947201254E-5,0.0,2.825248431872734E-5,0.0,1.8350296969004436,0.0,5.9563600947201254E-5,0.0,2.825248431872734E-5,0.0,1.8350296969004436,8.473405144334377E-4,1.1224768538031907E-5,6.8867661866534036E-6,-2.1293695340318664E-7,0.5575337696933295
21.0297083,-1.9893611,0.783048,012407-015921,01 24 07.13,-01 59 21.7,0.06,1.0,20.6,0.8,<,26.3,<,18.4,,2725,2543,21.030049069869936,1.7997855970400143E-6,-1.989619270718192,1.7944238398820678E-6,0.0037293813453034876,1.1769241842146383E-5,0.0037842567589717302,6.861377283422916E-6,21.030049069869936,1.7997855970400143E-6,-1.989619270718192,1.7944238398820678E-6,0.002337269744331339,4.244075290102272E-6,0.0023306959169010393,4.219614567071619E-6,60.61397036223331,25.383714335645706,0.002337268491120786,4.244075290102272E-6,0.002330500905555842,4.219614567071619E-6,60.59953553691588,25.383714335645706,0.0,4.244075290102272E-6,0.0,4.219614567071619E-6,0.0,25.383714335645706,0.0,4.244075290102272E-6,0.0,4.219614567071619E-6,0.0,25.383714335645706,0.003681639598190395,1.4647778726908424E-5,6.886765731906053E-6,-2.1293696761404135E-7,1.5384947369154929
21.0419167,-1.5659167,0.504157,012410-013357,01 24 10.06,-01 33 57.3,0.17,2.5,6.7,0.5,<,37.5,<,31.8,,2706,2525,21.042088968184466,1.4011103462816582E-6,-1.5654404865174456,1.4604782279161628E-6,0.005729745665183537,1.6366576862715076E-5,0.0052074005753458,6.8867661866534036E-6,21.04244012189302,1.4011103462816582E-6,-1.5657960785203362,1.4604782279161628E-6,0.0025828740974053323,3.759654940686111E-6,0.002275357062333044,2.9289305349879547E-6,49.891688047367886,0.46570065094618684,0.002582860685470411,3.759654940686111E-6,0.002275299594956824,2.9289305349879547E-6,49.880659533265,0.46570065094618684,0.0010749430098384665,3.759654940686111E-6,0.0,2.9289305349879547E-6,55.4890021158115,0.46570065094618684,0.0010749348330247202,3.759654940686111E-6,0.0,2.9289305349879547E-6,55.47797360170862,0.46570065094618684,0.005690641248590883,1.361400467563343E-5,6.8867661866534036E-6,-2.1293698182489607E-7,1.8230133191460358
21.0499167,-0.3821111,1.085297,012411-002255,01 24 11.98,-00 22 55.6,0.05,0.9,23.6,0.8,<,24.9,<,17.5,,2700,2519,21.04993849092635,8.944629302103186E-6,-0.38200985356021677,8.919038839576612E-6,7.261701578877728E-4,1.1562242343719486E-5,7.511448259810654E-4,6.825816543899424E-6,21.04993849092635,8.944629302103186E-6,-0.38200985356021677,8.919038839576612E-6,0.0023517310202351344,2.17508285386501E-5,0.002272501042086381,2.0289801323631173E-5,133.76519526658586,10.886775355266392,0.0023516738325224484,2.17508285386501E-5,0.0022721621040823867,2.0289801323631173E-5,133.762556550162,10.886775355266392,0.0,2.17508285386501E-5,0.0,2.0289801323631173E-5,0.0,10.886775355266392,0.0,2.17508285386501E-5,0.0,2.0289801323631173E-5,0.0,10.886775355266392,7.168981184190714E-4,1.0157272187948666E-5,6.8867661866534036E-6,-2.129369107706225E-7,0.372833230070618
21.1104583,-0.9743333,0.557036,012426-005827,01 24 26.51,-00 58 27.6,0.16,2.7,7.4,0.5,<,40.6,<,33.6,,2574,2404,21.110971977078204,1.182687311847224E-6,-0.9745080758686818,1.1454090815313724E-6,0.0055308678015783775,1.1522830212612098E-5,0.005742289222170375,6.820229646510022E-6,21.110971977078204,1.182687311847224E-6,-0.9745080758686818,1.1454090815313724E-6,0.0023291259590371947,2.793039063531961E-6,0.0022857821785045463,2.6889249498441843E-6,106.24363317905409,2.587092788652397,0.0023291103107703063,2.793039063531961E-6,0.002285703213345444,2.6889249498441843E-6,106.23793891560967,2.587092788652397,0.0,2.793039063531961E-6,0.0,2.6889249498441843E-6,0.0,2.587092788652397,0.0,2.793039063531961E-6,0.0,2.6889249498441843E-6,0.0,2.587092788652397,0.005464185010582435,1.3101371927743075E-5,6.8867661866534036E-6,-2.1293696761404135E-7,1.9530935118458077
21.1235417,-0.6497222,0.812765,012429-003859,01 24 29.65,-00 38 59.0,0.03,0.6,156.6,4.7,<,17.6,<,16.3,,2508,2344,21.12353680359381,2.823038324632104E-7,-0.6498004741166679,2.9628623509646717E-7,0.0223344630840017,2.311995752641907E-5,0.02347256114841586,6.8867661866534036E-6,21.12387170998646,2.823038324632104E-7,-0.6501559265190393,2.9628623509646717E-7,0.002341990309409884,7.075822352838532E-7,0.0022529728317111893,6.542470262981489E-7,64.07545434799172,0.31566785547499426,0.00234185927577068,7.075822352838532E-7,0.002252883740451845,6.542470262981489E-7,64.0717999137728,0.31566785547499426,0.0,7.075822352838532E-7,0.0,6.542470262981489E-7,0.0,0.31566785547499426,0.0,7.075822352838532E-7,0.0,6.542470262981489E-7,0.0,0.31566785547499426,0.02240543285889952,5.155359781848352E-5,6.8867661866534036E-6,-2.1293698182489607E-7,0.2823375378773227
21.1277083,-2.0830556,0.809293,012430-020459,01 24 30.65,-02 04 59.0,0.05,0.8,26.7,0.9,<,17.8,<,16.9,,2516,2349,21.128005159238334,1.8937214326457457E-6,-2.083026621072858,2.399034517302724E-6,0.004314301801534238,1.7133597615989298E-5,0.0036490155401802575,6.8867661866534036E-6,21.12834677655084,1.8937214326457457E-6,-2.0833849119711876,2.399034517302724E-6,0.0027322423391427254,5.884320356837613E-6,0.0022808377894601895,4.144310837632388E-6,66.7995808740794,0.4855339066635529,0.0027322422781296696,5.884320356837613E-6,0.0022806276781657483,4.144310837632388E-6,66.7880286974935,0.4855339066635529,0.0,5.884320356837613E-6,0.0,4.144310837632388E-6,0.0,0.4855339066635529,0.0,5.884320356837613E-6,0.0,4.144310837632388E-6,0.0,0.4855339066635529,0.004267028858699508,1.2273822072483743E-5,6.8867661866534036E-6,-2.1293696761404135E-7,1.0730703094057772
21.1326667,-1.0832778,0.468513,012431-010459,01 24 31.84,-01 04 59.8,0.45,8.2,4.7,0.6,<,112.0,<,41.4,,2487,2323,21.13447764537391,4.973666012721137E-6,-1.080496712477891,1.0971061595257302E-5,0.004818986863383316,2.8631330703517086E-5,0.0021272578213069916,6.8867661866534036E-6,21.135679313149257,4.973666012721137E-6,-1.0807086049480608,1.0971061595257302E-5,0.004705596465644665,2.684537131596583E-5,0.0024594220143260514,9.161869879227243E-6,73.19923991711237,0.4153030580919078,0.00470549155611416,2.684537131596583E-5,0.0024594084861775806,9.161869879227243E-6,73.19336954399841,0.4153030580919078,0.004089073684412144,2.684537131596583E-5,6.421121589354115E-4,9.161869879227243E-6,73.55814603638001,0.4153030580919078,0.004088983090281058,2.684537131596583E-5,6.421085375071202E-4,9.161869879227243E-6,73.55227566326606,0.4153030580919078,0.004782672328778826,1.77221772391131E-5,6.8867661866534036E-6,-2.1293698182489607E-7,11.946795013405586
21.1379167,-1.4303056,0.372771,012433-012549,01 24 33.10,-01 25 49.1,0.57,10.1,3.7,0.6,<,102.0,<,81.8,,2482,2317,21.13903882622245,1.1538622679454173E-4,-1.4285871372776828,4.591387405540862E-5,2.080533189981185E-4,1.7828018333547265E-5,1.2577247541537136E-4,7.092726162661746E-6,21.13903882622245,1.1538622679454173E-4,-1.4285871372776828,4.591387405540862E-5,0.003945099369772117,2.722268079977926E-4,0.0023176038348430013,1.0681233887170434E-4,86.16806308325572,5.710000432213803,0.003945044461406751,2.722268079977926E-4,0.002317601797681293,1.0681233887170434E-4,86.16041536113988,5.710000432213803,0.0,2.722268079977926E-4,0.0,1.0681233887170434E-4,0.0,5.710000432213803,0.0,2.722268079977926E-4,0.0,1.0681233887170434E-4,0.0,5.710000432213803,1.7723304414816727E-4,9.362104491398811E-6,6.8867661866534036E-6,-2.1293696761404135E-7,7.387896288421518
21.1385,-1.526,0.399694,012433-013133,01 24 33.24,-01 31 33.6,0.76,16.2,3.4,0.6,<,167.0,<,63.8,S*,2485,2321,21.138509884712203,8.655823331441676E-5,-1.5243211782025496,9.518349388117435E-5,6.691985902989754E-5,1.1174587689570773E-5,7.180561610214029E-5,6.756367368795867E-6,21.138509884712203,8.655823331441676E-5,-1.5243211782025496,9.518349388117435E-5,0.0023330329462949344,2.2587371021883995E-4,0.0022079293441078225,2.019063804179859E-4,164.00089698094385,71.00092507779725,0.0023330141258519808,2.2587371021883995E-4,0.002207907718774116,2.019063804179859E-4,163.99272272438714,71.00092507779725,0.0,2.2587371021883995E-4,0.0,2.019063804179859E-4,0.0,71.00092507779725,0.0,2.2587371021883995E-4,0.0,2.019063804179859E-4,0.0,71.00092507779725,5.558686113202862E-5,7.086295400802737E-6,6.886767096148105E-6,-2.1293693919233192E-7,6.043863155816835
21.1485,-0.5543333,0.887772,012435-003315,01 24 35.64,-00 33 15.6,0.48,9.8,2.4,0.5,<,83.5,<,59.7,,2463,2301,21.147106677322117,1.6564693391708636E-5,-0.5534892203044168,1.618601856509996E-5,3.8210748802552615E-4,1.1345109395742386E-5,4.03405192657092E-4,6.788400218178848E-6,21.147106677322117,1.6564693391708636E-5,-0.5534892203044168,1.618601856509996E-5,0.0023323545819883534,4.003226029401517E-5,0.0022449232819801166,3.7037176928875364E-5,126.28856843356077,18.13163055695558,0.0023323333900758794,4.003226029401517E-5,0.0022446835097644498,3.7037176928875364E-5,126.28568333899625,18.13163055695558,0.0,4.003226029401517E-5,0.0,3.7037176928875364E-5,0.0,18.13163055695558,0.0,4.003226029401517E-5,0.0,3.7037176928875364E-5,0.0,18.13163055695558,3.677676384539801E-4,8.861088785989527E-6,6.8867661866534036E-6,-2.1293698182489607E-7,5.864395779575212
21.14875,-1.0709167,0.463628,012435-010415,01 24 35.70,-01 04 15.3,0.27,4.5,4.2,0.5,<,49.8,<,41.3,,2456,2294,21.14906516487213,1.0704055236708621E-6,-1.0710580273153456,1.1985274874357124E-6,0.006549574316657292,2.0887350561833328E-5,0.006281704983847853,6.8867661866534036E-6,21.1494115923559,1.0704055236708621E-6,-1.071425395805666,1.1985274874357124E-6,0.002446884007831778,2.8674071620802396E-6,0.002270455835667431,2.4691969694182406E-6,110.33734518993147,0.6338028829133417,0.0024468728138187686,2.8674071620802396E-6,0.002270404241014896,2.4691969694182406E-6,110.33179872915939,0.6338028829133417,0.0,2.8674071620802396E-6,0.0,2.4691969694182406E-6,0.0,0.6338028829133417,0.0,2.8674071620802396E-6,0.0,2.4691969694182406E-6,0.0,0.6338028829133417,0.00650985093506719,1.3977990398140901E-5,6.8867661866534036E-6,-2.1293696761404135E-7,1.2432651217684476
21.1604167,-1.209,0.379474,012438-011232,01 24 38.50,-01 12 32.4,0.04,0.7,34.8,1.5,,16.6,<,20.4,,2419,2260,21.159860600990697,1.2038724101830573E-6,-1.2090805609160686,7.652002583180862E-7,0.03438107248852822,3.079311584115625E-5,0.017477745738955303,6.886765731906053E-6,21.160583997531248,1.2038724101830573E-6,-1.208665493244322,7.652002583180862E-7,0.0045175636400339655,3.0989784322715084E-6,0.0026536691661192607,1.2961029054376954E-6,26.41018405267302,0.060426698416181146,0.004517511982131831,3.0989784322715084E-6,0.002653655604914342,1.2961029054376954E-6,26.40415064734667,0.060426698416181146,0.003843342944168557,3.0989784322715084E-6,0.001273035826975902,1.2961029054376954E-6,26.84605562190507,0.060426698416181146,0.003843298550632581,3.0989784322715084E-6,0.0012730294689846996,1.2961029054376954E-6,26.840022216578717,0.060426698416181146,0.03423685105820286,2.354139410052682E-5,6.886765731906053E-6,-2.1293693919233192E-7,2.0224135087859914
21.1662083,-2.4324444,1.117872,012439-022556,01 24 39.89,-02 25 56.8,0.13,2.0,8.7,0.5,<,31.9,<,31.7,,2408,2249,21.166308523687718,4.115211336519206E-5,-2.43196468599649,4.6364719423322576E-5,1.7480323482957212E-4,1.2590221176119232E-5,1.6468137058064383E-4,6.977908332866347E-6,21.166308523687718,4.115211336519206E-5,-2.43196468599649,4.6364719423322576E-5,0.0025169885581171544,1.1068368504364331E-4,0.0023313354946583945,9.518400669797795E-5,18.827936946915074,23.31591266442006,0.0025166695024099314,1.1068368504364331E-4,0.002331205116978353,9.518400669797795E-5,18.816074726106137,23.31591266442006,8.251313911610039E-4,1.1068368504364331E-4,1.7087414705308743E-4,9.518400669797795E-5,24.862888184246234,23.31591266442006,8.250419668122292E-4,1.1068368504364331E-4,1.7086144908936925E-4,9.518400669797795E-5,24.851025963437298,23.31591266442006,1.659812472361189E-4,8.652563565562735E-6,6.8867661866534036E-6,-2.1293695340318664E-7,1.7641918287926694
21.1710833,-2.0728333,0.780749,012441-020422,01 24 41.06,-02 04 22.2,0.27,4.3,3.9,0.5,<,44.9,<,41.8,,2394,2235,21.17253186411468,9.024184481984228E-6,-2.073038590976157,9.149103884271011E-6,7.167216986395488E-4,1.1592779365206102E-5,7.392716030011893E-4,6.8321994307988845E-6,21.17253186411468,9.024184481984228E-6,-2.073038590976157,9.149103884271011E-6,0.002329892813605564,2.167149212748229E-5,0.002300115348945638,2.1120770899479395E-5,151.05852031261347,29.491589468213807,0.002329695997707089,2.167149212748229E-5,0.002300111855565729,2.1120770899479395E-5,151.04863418119095,29.491589468213807,0.0,2.167149212748229E-5,0.0,2.1120770899479395E-5,0.0,29.491589468213807,0.0,2.167149212748229E-5,0.0,2.1120770899479395E-5,0.0,29.491589468213807,6.971680354941113E-4,1.046715105900911E-5,6.8867661866534036E-6,-2.129369107706225E-7,5.263560647736794
21.1753333,-0.6692778,0.772039,012442-004009,01 24 42.08,-00 40 09.4,0.09,1.5,12.3,0.6,<,30.7,<,22.6,,2388,2229,21.17525308477724,2.4837222023639873E-6,-0.6693252584196044,2.4418430379955977E-6,0.002539272811277649,1.1346962251640727E-5,0.0026803601746242826,6.7900172403086004E-6,21.17525308477724,2.4837222023639873E-6,-0.6693252584196044,2.4418430379955977E-6,0.002312292257662127,5.92117862367785E-6,0.0022647108649223886,5.675482215851827E-6,123.09917202846464,4.97039435145609,0.002312283510248763,5.92117862367785E-6,0.002264523362651523,5.675482215851827E-6,123.09601179245323,4.97039435145609,0.0,5.92117862367785E-6,0.0,5.675482215851827E-6,0.0,4.97039435145609,0.0,5.92117862367785E-6,0.0,5.675482215851827E-6,0.0,4.97039435145609,0.0024939746774928465,9.791123004464744E-6,6.8867661866534036E-6,-2.1293693919233192E-7,0.33551354076164
21.2096667,-1.3688889,0.295674,012450-012208,01 24 50.32,-01 22 08.0,0.37,6.8,4.5,0.6,<,76.6,<,61.9,,2297,2143,21.20911740577302,7.571779408390208E-7,-1.3704434416914992,7.357121599308551E-7,0.008550545323795131,1.147085733150291E-5,0.008920797663349252,6.811556652379341E-6,21.20911740577302,7.571779408390208E-7,-1.3704434416914992,7.357121599308551E-7,0.002319897486583338,1.785664330238906E-6,0.00228363513585145,1.729740905858468E-6,102.70189793726857,1.9852988118267754,0.00231987874747245,1.785664330238906E-6,0.0022836341007701605,1.729740905858468E-6,102.69623725956876,1.9852988118267754,0.0,1.785664330238906E-6,0.0,1.729740905858468E-6,0.0,1.9852988118267754,0.0,1.785664330238906E-6,0.0,1.729740905858468E-6,0.0,1.9852988118267754,0.008464737048757739,1.4678911926184278E-5,6.8867661866534036E-6,-2.1293696761404135E-7,5.935254426443028
